RADICADO,FECHA 1,HORA,DÍA DE LA SEMANA,CLASE,DIRECCIÓN,GRAVEDAD,BARRIO,DISEÑO
6465,2008-07-19,9:30:00,SABADO,CHOQUE,VEREDA SALINAS SECTOR PALACIO DE LOS FRIJOLES,HERIDOS,SALINAS,TRAMO DE VIA
6466,2008-07-16,11:45:00,MIERCOLES,CHOQUE,CR 49 X CL 129 SUR,DAÑOS,CENTRO,INTERSECCION
6467,2008-07-01,8:00:00,MARTES,VOLCAMIENTO,LA VARIANTE X CL 128 SUR,HERIDOS,LA VARIANTE,INTERSECCION
6468,2008-07-17,1:35:00,JUEVES,ATROPELLO,LA RAYA SECTOR EL CANO,HERIDOS,LA RAYA,TRAMO DE VIA
6469,2008-07-17,10:00:00,JUEVES,ATROPELLO,CR 49 X CL 128 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6470,2008-07-19,9:00:00,SABADO,CHOQUE,CRA 50 X CL 128 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6471,2008-07-20,12:10:00,DOMINGO,VOLCAMIENTO,VEREDA LA SALADA,HERIDOS,LA SALADA,TRAMO DE VIA
6472,2008-07-12,12:30:00,SABADO,CHOQUE,CRA 50 X CL 109 SUR,DAÑOS,LA RAYA,TRAMO DE VIA
6473,2008-07-21,2:30:00,LUNES,VOLCAMIENTO,VEREDA PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
6474,2008-07-18,1:00:00,VIERNES,CHOQUE,VIA CALDAS - BOLOMBOLO,DAÑOS,SALINAS,TRAMO DE VIA
6475,2008-07-20,11:00:00,DOMINGO,CHOQUE,CL 128 SUR X CR 52,DAÑOS,CENTRO,INTERSECCION
6476,2008-07-22,7:10:00,MARTES,CHOQUE,CRA 45 VARIANTE CALDAS KM 58 + 100,HERIDOS,LOS CEREZOZ,PUENTE
6477,2008-07-20,4:00:00,DOMINGO,VOLCAMIENTO,cra 50 x calle 136 sur,HERIDOS,CRISTO REY,TRAMO DE VIA
6478,2008-07-21,8:30:00,LUNES,ATROPELLO,CR 48 X CL 139 SUR,HERIDOS,LOS CEREZOZ,INTERSECCION
6479,2008-07-23,7:00:00,MIERCOLES,ATROPELLO,CR 50 X CL 122 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6480,2008-07-21,1:20:00,LUNES,CHOQUE,CR 49 X CL 122 SUR,DAÑOS,LA INMACULADA,INTERSECCION
6481,2008-07-23,11:45:00,MIERCOLES,VOLCAMIENTO,VEREDA SALINAS,HERIDOS,SALINAS,TRAMO DE VIA
6482,2008-07-02,7:50:00,MIERCOLES,CHOQUE,CR 50 X CL 114 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6483,2008-07-27,6:40:00,DOMINGO,CHOQUE,VEREDA LA VALERIA VIA LA PLANTA,HERIDOS,LA VALERIA,TRAMO DE VIA
6484,2008-07-28,6:30:00,LUNES,CHOQUE,CRA 45 X  CL 128 SUR,HERIDOS,LA VARIANTE,INTERSECCION
6485,2008-07-29,8:35:00,MARTES,CHOQUE,REVERSADERO LOS LONDOÑO,DAÑOS,LA CHUSCALA,TRAMO DE VIA
6486,2008-07-29,8:30:00,MARTES,ATROPELLO,CRA 50 X CL 127 SUR,HERIDOS,CENTRO,INTERSECCION
6487,2008-07-18,11:30:00,VIERNES,ATROPELLO,CRA 50 Nº 141 SUR 12,HERIDOS,LOS CEREZOZ,TRAMO DE VIA
6488,2008-08-02,10:00:00,SABADO,CHOQUE,VIA ANGELOPOLIS DESPUES DE LA VEREDA EL RAIZAL,DAÑOS,EL RAIZAL,TRAMO DE VIA
6489,2008-07-10,3:00:00,JUEVES,ATROPELLO,cr 45 x cl 128 sur la variante,HERIDOS,LA VARIANTE,INTERSECCION
6490,2008-07-18,7:30:00,VIERNES,ATROPELLO,CRA 45 X CL 130 SUR SECTOR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6491,2008-07-28,7:00:00,LUNES,ATROPELLO,VEREDA LA CORRALA,HERIDOS,LA CORRALITA,TRAMO DE VIA
6492,2008-07-30,5:40:00,MIERCOLES,CHOQUE,VIA PINTADA - MEELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6493,2008-08-01,4:00:00,VIERNES,VOLCAMIENTO,CALLE 140 B SUR X CRA 51,HERIDOS,MANDALAY,TRAMO DE VIA
6494,2008-08-02,10:10:00,SABADO,CHOQUE,VIA MEDELLIN  - STA BARABA,DAÑOS,EL SESENTA,TRAMO DE VIA
6495,2008-08-02,10:00:00,SABADO,CHOQUE,VIA MEDELLIN - SANTA BARBARA,DAÑOS,EL SESENTA,TRAMO DE VIA
6496,2008-08-02,7:25:00,SABADO,ATROPELLO,CL 135 SUR Nº 48 59,HERIDOS,FELIPE ECHAVARRIA,TRAMO DE VIA
6497,2008-08-02,2:30:00,SABADO,OTRO,VIA MEDELLIN - STA BARBARA,DAÑOS,PRIMAVERA,TRAMO DE VIA
6498,2008-08-02,12:00:00,SABADO,CHOQUE,CRA 50 X CL 108 SUR,DAÑOS,LA RAYA,TRAMO DE VIA
6499,2008-08-03,11:00:00,DOMINGO,ATROPELLO,CRA 50 X CLL 117 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6500,2008-08-04,4:10:00,LUNES,VOLCAMIENTO,VARIANTE A CALDAS X ESTACION  DE SERV LAS VEGAS,HERIDOS,PRIMAVERA,TRAMO DE VIA
6501,2008-08-06,10:00:00,MIERCOLES,VOLCAMIENTO,CRA 53 X CL 129 SUR PARQUE LOCERIA,HERIDOS,LA DOCENA,TRAMO DE VIA
6502,2008-08-10,10:00:00,DOMINGO,ATROPELLO,CRA 45 REFERENCIA ESTACION SERVICIOS LAS VEGAS,HERIDOS,LA VARIANTE,TRAMO DE VIA
6503,2008-08-06,5:20:00,MIERCOLES,CHOQUE,VREDA SALINAS P.REF CUATRO PALOS,HERIDOS,SALINAS,TRAMO DE VIA
6504,2008-08-05,2:40:00,MARTES,VOLCAMIENTO,CRA 48 X CL 138 SUR,HERIDOS,LA RIVERA,TRAMO DE VIA
6505,2008-06-21,2:15:00,SABADO,CHOQUE,VARIANTE A CALDAS K 4 + 531,HERIDOS,LA VARIANTE,TRAMO DE VIA
6506,2008-08-01,3:00:00,VIERNES,CHOQUE,CRA 45 X CL 147 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6507,2008-08-15,1:00:00,VIERNES,VOLCAMIENTO,CALLE 128 SUR X CR 46,HERIDOS,ANDA LUCIA,TRAMO DE VIA
6508,2008-08-06,6:30:00,MIERCOLES,CHOQUE,VIA AMAGA- MEDELLIN SCTOR LA TOLVA,DAÑOS,LA TOLVA,TRAMO DE VIA
6509,2008-08-11,10:33:00,LUNES,VOLCAMIENTO,CRA 48 X CL 117 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6510,2008-08-28,2:40:00,JUEVES,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6511,2008-05-26,3:30:00,LUNES,VOLCAMIENTO,OCCIDENTE VIA  ANGELOPOLIS,HERIDOS,EL RAIZAL,TRAMO DE VIA
6512,2008-09-01,9:00:00,LUNES,CHOQUE,VIA CALDAS - LA PINTADA SECTOR EL 60,DAÑOS,EL SESENTA,TRAMO DE VIA
6513,2008-08-05,5:20:00,MARTES,CHOQUE,CRA 50 X CL 132 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6514,2008-08-07,10:50:00,JUEVES,ATROPELLO,EL CASO FUE ATENDIDO EN EL HOSPITAL,HERIDOS,MANDALAY,TRAMO DE VIA
6515,2008-08-11,2:40:00,LUNES,VOLCAMIENTO,CR 50 X CL 109 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6516,2008-08-12,3:40:00,MARTES,CHOQUE,CRA 48 129 SUR 47,DAÑOS,CENTRO,TRAMO DE VIA
6517,2008-08-15,12:30:00,VIERNES,CHOQUE,VIA PINTADA -MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6518,2008-08-23,9:00:00,SABADO,ATROPELLO,CRA 50 X CL 137 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6519,2008-08-16,7:00:00,SABADO,ATROPELLO,CRA 48 X CL 134 SUR,HERIDOS,COREA,TRAMO DE VIA
6520,2008-08-18,9:00:00,LUNES,VOLCAMIENTO,LA VARIANTE K 7 + 00,HERIDOS,LA VARIANTE,TRAMO DE VIA
6521,2008-08-19,4:00:00,MARTES,VOLCAMIENTO,cl 134 x cr 48,HERIDOS,LA PLAYITA,INTERSECCION
6522,2008-08-19,2:30:00,MARTES,VOLCAMIENTO,CR 48 X CL 138 SUR,HERIDOS,LA RIVERA,TRAMO DE VIA
6523,2008-08-19,6:00:00,MARTES,VOLCAMIENTO,CRA 45 X SECTOR LA VARIANTE POR PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
6524,2008-08-20,5:20:00,MIERCOLES,VOLCAMIENTO,CRA 45 X CL 117 SUR SECTOR AL VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6525,2008-08-21,6:00:00,JUEVES,VOLCAMIENTO,CRA 45 VARIANTE DE CALDAS X CL 128 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6526,2008-08-21,4:00:00,JUEVES,CHOQUE,PARQUE LA LOCERIA,DAÑOS,PARQUE LA LOCERIA,TRAMO DE VIA
6527,2008-08-22,3:00:00,VIERNES,CHOQUE,via medellin - la pintada sector el 60,DAÑOS,EL SESENTA,TRAMO DE VIA
6528,2008-08-07,9:40:00,JUEVES,CAIDA OCUPANTE,CL 110 X CRA 50,HERIDOS,LA RAYA,TRAMO DE VIA
6529,2008-08-22,8:00:00,VIERNES,CHOQUE,CR 50 X C L 117 SUR Nº 72,HERIDOS,LA RAYA,TRAMO DE VIA
6530,2008-08-22,4:50:00,VIERNES,CHOQUE,VIA MED -LA PINTADA K 45 SECTOR EL 61,DAÑOS,EL SESENTA,TRAMO DE VIA
6531,2008-08-22,11:30:00,VIERNES,CAIDA OCUPANTE,VEREDA LA CORRALITA SECTOR LA CORRALA,HERIDOS,LA CORRALITA,TRAMO DE VIA
6532,2008-08-18,12:00:00,LUNES,ATROPELLO,CR 48 X CL 134 SUR,HERIDOS,COREA,INTERSECCION
6533,2008-08-15,7:20:00,VIERNES,CHOQUE,"ANTIGUO DEPOSITO DE COLGAS ,REF POSTE Nº 45",MUERTOS,LA VARIANTE,TRAMO DE VIA
6534,2008-08-23,4:20:00,SABADO,VOLCAMIENTO,CRA 50 X CL 113 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6535,2008-08-23,5:00:00,SABADO,CHOQUE,"VIA AMAGA X CRA 50 LA ""Y"" SECTOR PRIMAVERA",HERIDOS,PRIMAVERA,INTERSECCION
6536,2008-08-24,6:20:00,DOMINGO,CAIDA OCUPANTE,CRA 560 X CL 129 SUR PARQUE PPAL,HERIDOS,CENTRO,INTERSECCION
6537,2008-08-24,12:10:00,DOMINGO,VOLCAMIENTO,CRA 48 X CLC 131 SUR PLAZA DE MERCADO,HERIDOS,CENTRO,TRAMO DE VIA
6538,2008-08-25,12:30:00,LUNES,CHOQUE,CRA 54 X CL 130 SUR,HERIDOS,PARQUE LA LOCERIA,INTERSECCION
6539,2008-08-25,6:10:00,LUNES,CHOQUE,LA VARIANTE X CL 128 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6540,2008-08-26,6:00:00,MARTES,ATROPELLO,VIA BOLOMBOLO - MEDELLIN KM 90 + 100,HERIDOS,SALINAS,TRAMO DE VIA
6541,2008-08-26,9:00:00,MARTES,ATROPELLO,CRA 45 X CL 128 SUR  LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6542,2008-08-26,7:30:00,MARTES,CHOQUE,CRA 55 X CL 129 SUR,DAÑOS,LA MIEL,TRAMO DE VIA
6543,2008-08-26,6:52:00,MARTES,CHOQUE,CRA 50 X CL 113 SUR,DAÑOS,LA RAYA,TRAMO DE VIA
6544,2008-08-27,12:30:00,MIERCOLES,CHOQUE,CRA 50 X CL 143 SUR,DAÑOS,TRICENTENARIO,TRAMO DE VIA
6545,2008-08-27,8:00:00,MIERCOLES,ATROPELLO,cr 48 x cl 134 sur barrio corea,HERIDOS,COREA,TRAMO DE VIA
6546,2008-08-28,2:00:00,JUEVES,CHOQUE,CR 50 X CL 145 SUR,DAÑOS,TRICENTENARIO,TRAMO DE VIA
6547,2008-08-28,2:30:00,JUEVES,CAIDA OCUPANTE,CL 130 SUR  X CRA 48,HERIDOS,CENTRO,TRAMO DE VIA
6548,2008-08-29,9:00:00,VIERNES,VOLCAMIENTO,CRA 50 X CL 116 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6549,2008-08-30,6:20:00,SABADO,CAIDA OCUPANTE,VEREDA LA TOLVA,HERIDOS,LA TOLVA,TRAMO DE VIA
6550,2008-08-30,7:00:00,SABADO,CHOQUE,CL 138 C SUR X CRA 45 C 49,DAÑOS,LA RIVERA,TRAMO DE VIA
6551,2008-08-30,4:00:00,SABADO,VOLCAMIENTO,CRA 50 X CL 135 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6552,2008-08-31,2:00:00,DOMINGO,VOLCAMIENTO,CR 50 X CL 110 SUR 32,HERIDOS,LA RAYA,TRAMO DE VIA
6553,2008-09-01,2:00:00,LUNES,VOLCAMIENTO,CRA 50 X CL 121 SUR LA INMACULADA,HERIDOS,LA INMACULADA,TRAMO DE VIA
6554,2008-09-01,2:00:00,LUNES,CHOQUE,CL 127 SUR X CRA 42,DAÑOS,LA MIEL,TRAMO DE VIA
6555,2008-09-01,8:30:00,LUNES,CHOQUE,CRA 50 X CL 107 SUR LA RAYA CALDAS,DAÑOS,LA RAYA,TRAMO DE VIA
6556,2008-09-02,7:30:00,MARTES,VOLCAMIENTO,LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6557,2008-09-06,2:15:00,SABADO,CHOQUE,ESTACION DE SERVICIOS LAS VEGAS PRIMAVERA,DAÑOS,PRIMAVERA,TRAMO DE VIA
6558,2008-07-10,8:30:00,JUEVES,ATROPELLO,LA VARIANTE  ANDALUCIA,HERIDOS,ANDA LUCIA,TRAMO DE VIA
6559,2008-08-28,8:40:00,JUEVES,ATROPELLO,CRA 50 X CL 124 SUR,HERIDOS,LA INMACULADA,TRAMO DE VIA
6560,2008-08-23,3:45:00,SABADO,CHOQUE,CRA 50 X CL 135 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6561,2008-09-03,8:30:00,MIERCOLES,CHOQUE,VIA CALDAS - AMAGA,DAÑOS,LA TOLVA,TRAMO DE VIA
6562,2008-09-04,5:15:00,JUEVES,CHOQUE,CRA 50 X CL 129 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6563,2008-09-05,12:30:00,VIERNES,VOLCAMIENTO,CRA 48 X CALLE 134 SUR,HERIDOS,COREA,TRAMO DE VIA
6564,2008-05-29,2:40:00,JUEVES,CHOQUE,CRA 50 138 SUR 04,HERIDOS,CRISTO REY,TRAMO DE VIA
6565,2008-08-29,4:00:00,VIERNES,VOLCAMIENTO,CRA 50 X KM 62,HERIDOS,EL SESENTA,TRAMO DE VIA
6566,2008-09-06,6:00:00,SABADO,CHOQUE,LA VARIANTE KM 6,DAÑOS,LA VARIANTE,TRAMO DE VIA
6567,2008-09-05,5:00:00,VIERNES,CHOQUE,"LA ""Y"" PRIMAVERA",DAÑOS,PRIMAVERA,TRAMO DE VIA
6568,2008-09-05,5:00:00,VIERNES,CHOQUE,VIA MEDELLIN - VERSALLES,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
6569,2008-09-05,8:10:00,VIERNES,CHOQUE,CRA 49 X CL 128 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6570,2008-09-05,4:30:00,VIERNES,CHOQUE,CRA 46 X CL 128 SUR LA VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
6571,2008-09-05,6:00:00,VIERNES,VOLCAMIENTO,VEREDA LA CLARA,HERIDOS,LA CLARA,TRAMO DE VIA
6572,2008-09-06,11:45:00,SABADO,VOLCAMIENTO,VIA MEDELLIN - VERSALLES,DAÑOS,EL SESENTA,TRAMO DE VIA
6573,2008-09-06,4:30:00,SABADO,CHOQUE,CLL 127 SUR  CRA 38,HERIDOS,LA MIEL,TRAMO DE VIA
6574,2008-09-06,6:50:00,SABADO,ATROPELLO,LA VARIANTE X CL 146 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6575,2008-09-06,8:00:00,SABADO,CHOQUE,CRA 50 CL 138 SUR,HERIDOS,BARRIO OBRERO,TRAMO DE VIA
6576,2008-09-06,9:30:00,SABADO,VOLCAMIENTO,VIA PINTADA - MEDELLIN,HERIDOS,EL SESENTA,TRAMO DE VIA
6577,2008-09-06,6:20:00,SABADO,CHOQUE,VEREDA LA MIEL,HERIDOS,LA MIEL,TRAMO DE VIA
6578,2008-09-07,9:40:00,DOMINGO,CHOQUE,CRA 50 X CL 133 SUR,HERIDOS,CENTRO,INTERSECCION
6579,2008-09-07,9:00:00,DOMINGO,CAIDA OCUPANTE,CRA 50 X CL 107 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6580,2008-09-08,2:00:00,LUNES,CHOQUE,C RA 48 X C L 134 SUR,DAÑOS,COREA,TRAMO DE VIA
6581,2008-09-07,11:00:00,DOMINGO,CHOQUE,LA VARIANTE 1K + 500mts del semaforo  la corrala,HERIDOS,PRIMAVERA,TRAMO DE VIA
6582,2008-09-11,4:00:00,JUEVES,CHOQUE,VIA MEDELLIN  - PINTADA,HERIDOS,EL SESENTA,TRAMO DE VIA
6583,2008-09-12,7:00:00,VIERNES,VOLCAMIENTO,VEREDA LA MIEL,HERIDOS,LA MIEL,TRAMO DE VIA
6584,2008-09-12,11:30:00,VIERNES,CHOQUE,CRA 50 X CL 132 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6585,2008-09-14,1:50:00,DOMINGO,ATROPELLO,RA 49 X  CL 135 SUR BARRIO HOSPITAL,HERIDOS,HOSPITAL,INTERSECCION
6586,2008-09-14,9:30:00,DOMINGO,CHOQUE,VIA PINTADA - MEDELLIN,DAÑOS,EL SESENTA,TRAMO DE VIA
6587,2008-09-14,1:00:00,DOMINGO,VOLCAMIENTO,VIA ANGELOPOLIS,HERIDOS,EL RAIZAL,TRAMO DE VIA
6588,2008-09-15,3:55:00,LUNES,CHOQUE,VIA MEDELLIN -VERSALLES,DAÑOS,EL SESENTA,TRAMO DE VIA
6589,2008-09-17,6:40:00,MIERCOLES,CHOQUE,CL 128 SUR X CR 45 LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
6590,2008-09-17,2:45:00,MIERCOLES,CHOQUE,CLL 113 SUR X CRA 45,DAÑOS,LA VARIANTE,TRAMO DE VIA
6591,2008-09-12,3:30:00,VIERNES,VOLCAMIENTO,CRA 50 X CL 148 SUR,HERIDOS,PRIMAVERA,TRAMO DE VIA
6592,2008-09-16,12:00:00,MARTES,ATROPELLO,CRA 52 X CL 117 SUR LA ESPERANZA BELLAVISTA,HERIDOS,BELLAVISTA,TRAMO DE VIA
6593,2008-08-18,12:30:00,LUNES,ATROPELLO,CRA 46 X CL 128 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6594,2008-09-18,11:40:00,JUEVES,CHOQUE,CRA 45 LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
6595,2008-09-19,8:40:00,VIERNES,CHOQUE,"CRA 50 SECTOR LA"" Y "" PRIMAVERA",DAÑOS,PRIMAVERA,TRAMO DE VIA
6596,2008-09-19,1:50:00,VIERNES,CHOQUE,CRA 49 X CL 134 SUR,DAÑOS,COREA,TRAMO DE VIA
6597,2008-09-20,11:50:00,SABADO,CHOQUE,VEREDA LA CORRALA,DAÑOS,LA CORRALITA,TRAMO DE VIA
6598,2008-09-20,4:30:00,SABADO,VOLCAMIENTO,CRA 50 X CL 128 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6599,2008-09-20,7:15:00,SABADO,CHOQUE,LA VARIANTE X KM 6,HERIDOS,LA VARIANTE,TRAMO DE VIA
6600,2008-09-21,2:40:00,DOMINGO,CHOQUE,CRA 50 X CL 133 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6601,2008-09-21,2:50:00,DOMINGO,ATROPELLO,VEREDA LA CLARA,HERIDOS,LA CLARA,TRAMO DE VIA
6602,2008-09-21,7:00:00,DOMINGO,ATROPELLO,CRA 51 X CL 123 SUR,HERIDOS,LAS MARGARITAS,TRAMO DE VIA
6603,2008-09-25,6:30:00,JUEVES,ATROPELLO,CRA 45 X CL 129 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6604,2008-09-10,10:50:00,MIERCOLES,ATROPELLO,CRA 50 X CL 127 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6605,2008-09-16,5:20:00,MARTES,CAIDA OCUPANTE,CL 130 SUR X CRA 56 BARRIO LA CHUSCALA,HERIDOS,LA CHUSCALA,TRAMO DE VIA
6606,2008-09-27,8:20:00,SABADO,CHOQUE,CRA 50 X CALLE 107 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6607,2008-09-26,11:00:00,VIERNES,CHOQUE,VIA PINTADA  - MEDELLIN SECTOR EL 60,DAÑOS,EL SESENTA,TRAMO DE VIA
6608,2008-09-28,3:00:00,DOMINGO,VOLCAMIENTO,CL 115 SUR X CRA 50B,HERIDOS,LA RAYA,TRAMO DE VIA
6609,2008-09-28,10:30:00,DOMINGO,VOLCAMIENTO,VEREDA LA CORRALITA,HERIDOS,LA CORRALITA,TRAMO DE VIA
6610,2008-09-30,6:50:00,MARTES,CHOQUE,CRA 45 X CALLE 128 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6611,2008-09-30,9:30:00,MARTES,CHOQUE,CRA 50 X 122 SUR BELLAVISTA,DAÑOS,BELLAVISTA,TRAMO DE VIA
6612,2008-09-29,10:00:00,LUNES,ATROPELLO,CRA 48 X CL 130,HERIDOS,CENTRO,TRAMO DE VIA
6613,2008-09-29,3:00:00,LUNES,VOLCAMIENTO,CRA 50 X CL 107 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6614,2008-09-29,6:45:00,LUNES,VOLCAMIENTO,CRA 50 X CALLE 134 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6615,2008-09-30,7:45:00,MARTES,CHOQUE,CRA 44 X CLÑ 127 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6616,2008-09-29,4:00:00,LUNES,VOLCAMIENTO,VIA MEDELLIN - PINTADA,HERIDOS,EL SESENTA,TRAMO DE VIA
6617,2008-09-30,8:50:00,MARTES,ATROPELLO,CRA 51 X CL 135 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
6618,2008-10-03,6:30:00,VIERNES,VOLCAMIENTO,LA VARIANTE ALTURA DEL ESTADIO X CALLE 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6619,2008-10-03,10:10:00,VIERNES,ATROPELLO,CRA 49 X CL 129 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6620,2008-10-04,6:15:00,SABADO,VOLCAMIENTO,DIAG 53 X CL 129 SUR,HERIDOS,PARQUE LA LOCERIA,TRAMO DE VIA
6621,2008-10-05,9:30:00,DOMINGO,VOLCAMIENTO,CRA 45 X CL 128 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6622,2008-10-05,7:30:00,DOMINGO,CHOQUE,CL 130 SUR CRAS 45 LA VARIANTE,DAÑOS,LA VARIANTE,TRAMO DE VIA
6623,2008-10-04,12:50:00,SABADO,CHOQUE,CRA 50 X CL 117 SUR,DAÑOS,LA RAYA,TRAMO DE VIA
6624,2008-10-07,5:00:00,MARTES,VOLCAMIENTO,VIA MEDELLIN - PINTADA KM 44 + 90,DAÑOS,EL SESENTA,TRAMO DE VIA
6625,2008-10-07,9:00:00,MARTES,VOLCAMIENTO,LA VARIANTE CON EL CRUCE DE LA CL 128 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
6626,2008-10-08,6:20:00,MIERCOLES,VOLCAMIENTO,CRA 49 X CL 137 SUR BARRIO OBRREO,HERIDOS,BARRIO OBRERO,TRAMO DE VIA
6627,2008-10-09,8:10:00,JUEVES,CHOQUE,CRA 45 LA VARIANTE Nº 128 SUR 165 POSTE K 45,MUERTOS,LA VARIANTE,TRAMO DE VIA
6628,2008-10-07,7:40:00,MARTES,CHOQUE,CL 127 SUR X CRA 50,DAÑOS,CENTRO,TRAMO DE VIA
6629,2008-10-07,1:00:00,MARTES,VOLCAMIENTO,CRA 37 X CLL 126 SUR,HERIDOS,LA MIEL,TRAMO DE VIA
6630,2008-10-10,6:00:00,VIERNES,CHOQUE,CRA 48 X CL 131 SUR,DAÑOS,CENTRO,TRAMO DE VIA
6631,2008-10-12,12:00:00,DOMINGO,CHOQUE,VIA MEDELLIN - PINTADA,DAÑOS,EL SESENTA,TRAMO DE VIA
6632,2008-10-12,10:45:00,DOMINGO,CHOQUE,CRA 50 X CL 128 SUR,DAÑOS,CENTRO,INTERSECCION
6633,2008-10-13,9:30:00,LUNES,VOLCAMIENTO,VEREDA EL RAIZAL PALO DE MANGO,HERIDOS,EL RAIZAL,TRAMO DE VIA
6634,2008-10-13,9:15:00,LUNES,CHOQUE,LA RAYA CRA 50X CL 107 SUR,HERIDOS,LA RAYA,TRAMO DE VIA
6635,2008-10-13,3:00:00,LUNES,CHOQUE,LA VARIANTE CRA 45 C CL 130 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
6636,2008-10-14,1:50:00,MARTES,CHOQUE,CL 127 SUR X CRA 50,DAÑOS,CENTRO,TRAMO DE VIA
6637,2008-10-14,7:00:00,MARTES,CHOQUE,LA VARIANTE A LA ALTURA PUENTE DE LA MIEL,DAÑOS,LA VARIANTE,TRAMO DE VIA
6638,2008-10-14,7:00:00,MARTES,CHOQUE,PARTIDAS CALDAS - AMAGA,DAÑOS,PRIMAVERA,TRAMO DE VIA
6639,2008-10-15,4:00:00,MIERCOLES,CHOQUE,CL 135 SUR X CRA 48 HOSPITAL,DAÑOS,HOSPITAL,TRAMO DE VIA
6640,2008-10-15,3:30:00,MIERCOLES,CHOQUE,CRA 50 X CL 122 SUR,DAÑOS,LA INMACULADA,TRAMO DE VIA
6641,2008-10-15,4:55:00,MIERCOLES,VOLCAMIENTO,CL 131S X CRA 42 LA CORRALA  SECTOR EL VENTILADOR,HERIDOS,LA CORRALITA,TRAMO DE VIA
6642,2008-10-16,10:10:00,JUEVES,VOLCAMIENTO,CRA50 X CL 126 SUR,HERIDOS,CENTRO,TRAMO DE VIA
6643,2008-10-17,8:20:00,VIERNES,CHOQUE,CRA 54 X CL 122 A SUR,DAÑOS,LAS MARGARITAS,TRAMO DE VIA
6644,2008-10-18,1:10:00,SABADO,CHOQUE,VIA MEDELLIN - LA PINTADA,DAÑOS,PRIMAVERA,TRAMO DE VIA
6645,2008-10-19,9:00:00,DOMINGO,VOLCAMIENTO,CR 50 X KM 75,HERIDOS,SINIFANA,TRAMO DE VIA
6646,2008-10-19,1:40:00,DOMINGO,CHOQUE,CRA 50 X CL 118 SUR,DAÑOS,LA RAYA,TRAMO DE VIA
6647,2008-10-21,2:40:00,MARTES,CHOQUE,CRA 44 X CL 136 SUR,DAÑOS,ANDA LUCIA,INTERSECCION
6648,2008-10-22,7:20:00,MIERCOLES,CHOQUE,LA TOLVA VIA PINATADA - MEDELLIN POR BOLOMBOLO,DAÑOS,LA TOLVA,TRAMO DE VIA
6649,2008-10-22,9:00:00,MIERCOLES,VOLCAMIENTO,CRA 48 X CL 135 SUR 10,HERIDOS,HOSPITAL,TRAMO DE VIA
