RADICADO,FECHA 1,HORA,DÍA DE LA SEMANA,CLASE,DIRECCIÓN,GRAVEDAD,BARRIO,DISEÑO
12463,2015-08-14,12:15:00,VIERNES,CHOQUE,CLL 128 SUR N 44-46,DAÑOS,CENTRO,TRAMO DE VIA
12464,2015-08-14,8:30:00,VIERNES,CHOQUE,KM 87 + 100 MTS,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12465,2015-08-16,3:10:00,DOMINGO,CHOQUE,KM 94+000,DAÑOS,LA TOLVA,TRAMO DE VIA
12466,2015-08-14,2:40:00,VIERNES,CHOQUE,VIA MANSA PRIMAVERA KM 90+740,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12467,2015-08-15,12:00:00,SABADO,CHOQUE,LA MANZA PRIMAVERA KM 92+750,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12468,2015-08-15,5:40:00,SABADO,CHOQUE,LA MANZA PRIMAVERA KM 91+600,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12469,2015-08-15,9:05:00,SABADO,ATROPELLO,PINTADA MEDELLIN KM 50+500,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12470,2015-08-15,6:50:00,SABADO,CHOQUE,PINTADA MEDELLIN KM 42+450,DAÑOS,ALTO DE MINAS,TRAMO DE VIA
12471,2015-08-17,6:30:00,LUNES,CHOQUE,VIA ANGELOPOLIS KM 2+750,DAÑOS,DESCONOCIDO,TRAMO DE VIA
12472,2015-08-18,4:00:00,MARTES,CHOQUE,LA MANSA PRIMAVERA KM 86+300,DAÑOS,LA MANÍ,TRAMO DE VIA
12473,2015-08-18,5:30:00,MARTES,CHOQUE,CRA 50 CON CLL 122 SUR,HERIDOS,LA INMACULADA,TRAMO DE VIA
12474,2015-08-18,7:20:00,MARTES,CHOQUE,VIA  LA MANZA PRIMAVERA KM 95+50,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12475,2015-08-19,7:30:00,MIERCOLES,CHOQUE,LA MANZA  PRIMAVERA KM 93+857,HERIDOS,LA TOLVA,TRAMO DE VIA
12476,2015-08-19,9:20:00,MIERCOLES,VOLCAMIENTO,CRA 45 CON CALLE 116,HERIDOS,LA VARIANTE,TRAMO DE VIA
12477,2015-08-19,1:30:00,MIERCOLES,CHOQUE,CRA 50 N 113 SUR 134 BAIGU,HERIDOS,CENTRO,TRAMO DE VIA
12478,2015-08-19,4:10:00,MIERCOLES,CHOQUE,CRA 51 CON 131 SUR,DAÑOS,PARQUE CARRUSEL,INTERSECCION
12479,2015-08-19,7:40:00,MIERCOLES,CHOQUE,CRA 50 N 119 SUR 102,DAÑOS,LA INMACULADA,TRAMO DE VIA
12480,2015-08-20,8:45:00,JUEVES,CHOQUE,CRA 50 CON 151 PRIMAVERA,HERIDOS,PRIMAVERA,PASO INFERIOR
12481,2015-08-21,5:30:00,VIERNES,CHOQUE,CRA 50 N 106 SUR 73,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12482,2015-08-21,11:00:00,VIERNES,CHOQUE,VIA PRIMAVERA AMAGA KM 3 +50,DAÑOS,LA TOLVA,LOTE O PREDIO
12483,2015-08-22,4:30:00,SABADO,CHOQUE,VIA LA PINTADA- MEDELLIN KM 47+100,DAÑOS,ZONA DESCONOCIDA,LOTE O PREDIO
12484,2015-08-21,2:00:00,VIERNES,CHOQUE,LA MANZA PRIMAVERA KM 92+400,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12485,2015-08-23,3:15:00,DOMINGO,CHOQUE,la tolva km 5+500,DAÑOS,SINIFANA,TRAMO DE VIA
12486,2015-08-23,9:30:00,DOMINGO,ATROPELLO,CRA 50N 141 SUR 18,HERIDOS,MANDALAY,TRAMO DE VIA
12487,2015-08-23,12:50:00,DOMINGO,VOLCAMIENTO,CRA 45 N 135  A SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12488,2015-08-24,5:10:00,LUNES,ATROPELLO,cra 45 con cale 134 sur,HERIDOS,LA VARIANTE,TRAMO DE VIA
12489,2015-08-25,1:30:00,MARTES,CHOQUE,CRA 45 CON CALLE 130,HERIDOS,LA VARIANTE,TRAMO DE VIA
12490,2015-08-25,1:30:00,MARTES,ATROPELLO,CRA 45 CON CALLE 130,HERIDOS,LA VARIANTE,TRAMO DE VIA
12491,2015-08-23,5:20:00,DOMINGO,CHOQUE,VIA LA MANZA PRIMAVERA KM 84 +150,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12492,2015-08-22,12:20:00,SABADO,VOLCAMIENTO,KM 91+800,HERIDOS,PRIMAVERA,TRAMO DE VIA
12493,2015-08-14,7:40:00,VIERNES,VOLCAMIENTO,KM 57+100,HERIDOS,LA VARIANTE,TRAMO DE VIA
12494,2015-07-31,7:00:00,VIERNES,CHOQUE,CRA 45 CON CALLE 128 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
12495,2015-08-26,6:50:00,MIERCOLES,CHOQUE,CRA 50 CON CALLE 128 SUR,DAÑOS,CENTRO,INTERSECCION
12496,2015-08-27,12:30:00,JUEVES,CHOQUE,CRA 50 CON CLL 127 SUR,HERIDOS,BELLAVISTA,TRAMO DE VIA
12497,2015-08-28,8:00:00,VIERNES,ATROPELLO,CRA 50 N 110 SUR 102,HERIDOS,POMBAL,TRAMO DE VIA
12498,2015-08-28,5:00:00,VIERNES,CHOQUE,KM 54+400,DAÑOS,LA VARIANTE,INTERSECCION
12499,2015-08-29,9:30:00,SABADO,CHOQUE,CRA 50 CON CALLE 135 SUR,HERIDOS,CRISTO REY,INTERSECCION
12500,2015-08-29,12:10:00,SABADO,CHOQUE,CRA 50 N 106 SUR 73,HERIDOS,LA RAYA,INTERSECCION
12501,2015-08-29,1:40:00,SABADO,CHOQUE,CRA 44 CON CLL 127 SUR,HERIDOS,ANDA LUCIA,TRAMO DE VIA
12502,2015-08-30,12:00:00,DOMINGO,CHOQUE,KM 94 +500,HERIDOS,PRIMAVERA,TRAMO DE VIA
12503,2015-09-01,7:20:00,MARTES,CHOQUE,VIA LA MANSA -PRIMAVERA KM 88+700,HERIDOS,LA MANÍ,TRAMO DE VIA
12504,2015-09-02,7:40:00,MIERCOLES,CHOQUE,KM 94+750 LA MANZA -PRIMAVERA,HERIDOS,LA TOLVA,TRAMO DE VIA
12505,2015-09-03,1:30:00,JUEVES,CHOQUE,km 58+50,HERIDOS,LA VARIANTE,TRAMO DE VIA
12506,2015-09-03,6:40:00,JUEVES,CHOQUE,CRA 45 N 127 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12507,2015-09-03,5:30:00,JUEVES,VOLCAMIENTO,VIA ANGELOPOLIS KM 00+200,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12508,2015-09-02,9:30:00,MIERCOLES,CHOQUE,CRA 50 N 125 SUR 202,DAÑOS,CENTRO,TRAMO DE VIA
12509,2015-09-04,1:10:00,VIERNES,CHOQUE,km 9+500 vereda cardalito,DAÑOS,CARDALITO,TRAMO DE VIA
12510,2015-09-04,3:35:00,VIERNES,CHOQUE,KM 52 VIA LA PINTADA SECTOR LOS LAGOS SENA,DAÑOS,DESCONOCIDO,LOTE O PREDIO
12511,2015-09-07,6:15:00,LUNES,ATROPELLO,KM 56+300 VARIANTE,HERIDOS,LA VARIANTE,TRAMO DE VIA
12512,2015-09-07,5:20:00,LUNES,CAIDA OCUPANTE,CRA 50 CON CALLE 128 SUR,HERIDOS,LA TRIGALIA,TRAMO DE VIA
12513,2015-09-08,6:30:00,MARTES,CHOQUE,CLL 128 SUR CRA 50,DAÑOS,CENTRO,INTERSECCION
12514,2015-09-09,6:40:00,MIERCOLES,CHOQUE,CRA 50 CON 107 SUR,HERIDOS,LA RAYA,INTERSECCION
12515,2015-09-09,10:50:00,MIERCOLES,CHOQUE,LA TOLVA KM 94+300,DAÑOS,SINIFANA,TRAMO DE VIA
12516,2015-09-11,7:50:00,VIERNES,CHOQUE,CRA 50 CON CALLE 131 SUR,HERIDOS,CENTRO,INTERSECCION
12517,2015-09-09,2:30:00,MIERCOLES,CHOQUE,CALLE 132 SUR N 51-20,DAÑOS,PARQUE CARRUSEL,GLORIETA
12518,2015-09-10,11:00:00,JUEVES,CHOQUE,CRA 50 N 117- SUR 249,DAÑOS,BELLAVISTA,TRAMO DE VIA
12519,2015-09-11,5:45:00,VIERNES,CHOQUE,CRA 50 CON 143 SUR,DAÑOS,LOS CEREZOZ,TRAMO DE VIA
12520,2015-09-11,12:30:00,VIERNES,CHOQUE,CRA 45 CO CLL 117 SUR-871,DAÑOS,LA VARIANTE,TRAMO DE VIA
12521,2015-09-12,8:15:00,SABADO,CHOQUE,KM 5+450,DAÑOS,LA VARIANTE,TRAMO DE VIA
12522,2015-09-12,6:30:00,SABADO,ATROPELLO,CRA 49 CON CALLE 135,HERIDOS,CENTRO,INTERSECCION
12523,2015-09-13,9:40:00,DOMINGO,CHOQUE,VIA LA MANZA PRIMAVERA KM 89+800,HERIDOS,ZONA DESCONOCIDA,INTERSECCION
12524,2015-09-14,6:00:00,LUNES,CHOQUE,CRA 50 CON CALLE 138 SUR N 28,DAÑOS,CENTRO,TRAMO DE VIA
12525,2015-09-14,6:53:00,LUNES,ATROPELLO,CRA 45 CON 125 SUR,HERIDOS,LA VARIANTE,PASO ELEVADO
12526,2015-09-15,7:00:00,MARTES,CHOQUE,CRA 50 N 141 SUR 84,HERIDOS,MANDALAY,TRAMO DE VIA
12527,2015-09-16,3:55:00,MIERCOLES,ATROPELLO,CRA 50 N 128 SUR 84,HERIDOS,CENTRO,TRAMO DE VIA
12528,2015-09-17,6:30:00,JUEVES,CHOQUE,VIA PINTADA MEDELLIN KM 42+800,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12529,2015-09-18,8:10:00,VIERNES,ATROPELLO,CRA 50 CON 110 SUR,HERIDOS,POMBAL,TRAMO DE VIA
12530,2015-09-18,9:40:00,VIERNES,VOLCAMIENTO,CRA 45 CON CLL 128 SUR,DAÑOS,LA VARIANTE,PASO ELEVADO
12531,2015-09-18,4:40:00,VIERNES,VOLCAMIENTO,KM 87+650,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12532,2015-09-18,1:30:00,VIERNES,CHOQUE,KM 86+650 VIA LA MANZA  PRIMAVERA,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12533,2015-09-21,1:50:00,LUNES,VOLCAMIENTO,CRA 50 CON CLL 117 SUR,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12534,2015-09-21,5:00:00,LUNES,ATROPELLO,CRA 50 CON 134 SUR,HERIDOS,CENTRO,TRAMO DE VIA
12535,2015-09-21,6:05:00,LUNES,VOLCAMIENTO,CRA 54 CON CLL 137,HERIDOS,LA CHUSCALA,TRAMO DE VIA
12536,2015-09-21,7:00:00,LUNES,VOLCAMIENTO,CRA 45 CON 128,HERIDOS,LA VARIANTE,TRAMO DE VIA
12537,2015-09-22,7:30:00,MARTES,CHOQUE,CRA 45 CON 134 SUR LOS PINOS,DAÑOS,LA VARIANTE,LOTE O PREDIO
12538,2015-09-20,6:40:00,DOMINGO,CHOQUE,KM 54+200,MUERTOS,LA VARIANTE,TRAMO DE VIA
12539,2015-09-19,6:50:00,SABADO,ATROPELLO,CLL 132 SUR CON CRA 49,HERIDOS,PARQUE CARRUSEL,TRAMO DE VIA
12540,2015-09-22,12:30:00,MARTES,CAIDA OCUPANTE,CRA 50 CON 122 SUR,HERIDOS,LA INMACULADA,TRAMO DE VIA
12541,2015-09-22,5:05:00,MARTES,CHOQUE,CRA  50 N 132 SUR 14,DAÑOS,CENTRO,INTERSECCION
12542,2015-09-23,3:50:00,MIERCOLES,CHOQUE,CRA 50 N 125 SUR 159,DAÑOS,CENTRO,TRAMO DE VIA
12543,2015-09-25,9:50:00,VIERNES,CHOQUE,CRA 50 CON CALLE 131 SUR,DAÑOS,CENTRO,INTERSECCION
12544,2015-09-25,3:30:00,VIERNES,CHOQUE,CLL 131 SUR N 48-03,DAÑOS,CENTRO,TRAMO DE VIA
12545,2015-09-25,7:00:00,VIERNES,CHOQUE,CRA 50 N 107 SUR 08,DAÑOS,LA RAYA,TRAMO DE VIA
12546,2015-09-26,6:10:00,SABADO,CHOQUE,CRA 45 N 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12547,2015-09-26,5:50:00,SABADO,CHOQUE,CRA 45 CON CLL 134 SUR,DAÑOS,LA VARIANTE,TRAMO DE VIA
12548,2015-09-26,6:00:00,SABADO,CHOQUE,VIA LA PINTADA MEDELLIN KM 54+000,HERIDOS,ZONA DESCONOCIDA,INTERSECCION
12549,2015-09-27,4:50:00,DOMINGO,CHOQUE,CRA 45 N 132 SUR 50,HERIDOS,LA VARIANTE,TRAMO DE VIA
12550,2015-09-27,11:00:00,DOMINGO,CHOQUE,CRA 53 CON 130 SUR 45,DAÑOS,PARQUE LA LOCERIA,TRAMO DE VIA
12551,2015-09-26,4:00:00,SABADO,CHOQUE,VIA LA MANZA PRIMAVERA KM 94+600,HERIDOS,ZONA DESCONOCIDA,INTERSECCION
12552,2015-09-29,4:30:00,MARTES,CHOQUE,PINTADA-MEDELLIN KM 42+600,HERIDOS,ALTO DE MINAS,TRAMO DE VIA
12553,2015-09-30,6:45:00,MIERCOLES,ATROPELLO,cll 128 sur con 47,HERIDOS,CENTRO,TRAMO DE VIA
12554,2015-09-27,9:30:00,DOMINGO,CHOQUE,PINTADA MEDELLIN KM45+300,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12555,2015-10-01,9:30:00,JUEVES,CHOQUE,CRA 52 N 129 SUR,HERIDOS,CENTRO,INTERSECCION
12606,2015-10-27,7:20:00,MARTES,CHOQUE,cra 50 n 130 sur 14,DAÑOS,CENTRO,INTERSECCION
12556,2015-10-02,6:50:00,VIERNES,CHOQUE,VIA LA MANSA PRIMAVERA KM 89 + 100,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12557,2015-10-03,5:00:00,SABADO,CHOQUE,CRA 48 CON 134 SUR,DAÑOS,LA PLAYITA,INTERSECCION
12558,2015-10-03,10:30:00,SABADO,CHOQUE,via la manza primavera km 90+500,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12559,2015-10-03,9:45:00,SABADO,CHOQUE,km 52 +50,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12560,2015-10-04,9:40:00,DOMINGO,ATROPELLO,cll 128 sur n 49-04,HERIDOS,OLAYA HERRERA,INTERSECCION
12561,2015-10-05,7:15:00,LUNES,CHOQUE,KM 95 +50 CRA 50 VIA AMAGA,HERIDOS,PRIMAVERA,TRAMO DE VIA
12562,2015-10-05,3:40:00,LUNES,VOLCAMIENTO,CRA 45 CON CALLE 128 SUR,HERIDOS,LA VALERIA,INTERSECCION
12563,2015-10-06,2:35:00,MARTES,VOLCAMIENTO,PINTADA MEDELLIN KM 47+00,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12564,2015-10-07,6:30:00,MIERCOLES,CHOQUE,CRA 45 CON CALLE 129 SUR,HERIDOS,ANDA LUCIA,TRAMO DE VIA
12565,2015-10-08,3:30:00,JUEVES,CHOQUE,PINTADA MEDELLIN KM 42+800,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12566,2015-10-08,3:00:00,JUEVES,CHOQUE,KM 48+500 VIA MEDELLIN -PINTADA,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12567,2015-10-08,3:00:00,JUEVES,CHOQUE,VIA LA MANZA PRIMAVERA KM 89+500,DAÑOS,SALINAS,TRAMO DE VIA
12568,2015-10-09,11:40:00,VIERNES,CHOQUE,LA PINTADA -MEDELLIN KM 52+00,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12569,2015-10-09,4:00:00,VIERNES,CHOQUE,VIA LA MANZA PRIMAVERA KM 89+500,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12570,2015-10-10,4:00:00,SABADO,CHOQUE,VIA LA MANZA PRIMAVERA KM 93+400,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12571,2015-10-10,2:30:00,SABADO,CHOQUE,la pintada medellin km 42+750,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12572,2015-10-10,12:50:00,SABADO,CHOQUE,CRA 44A N 42-200,DAÑOS,ANDA LUCIA,TRAMO DE VIA
12573,2015-10-10,6:30:00,SABADO,CHOQUE,CRA 51 CON 132 SUR,HERIDOS,PARQUE CARRUSEL,TRAMO DE VIA
12574,2015-10-10,10:20:00,SABADO,CHOQUE,CRA 50 N 132 SUR 69,HERIDOS,CENTRO,TRAMO DE VIA
12575,2015-10-11,2:50:00,DOMINGO,CHOQUE,KM 94 + 500 VERDA URAPANES,DAÑOS,LA TOLVA,TRAMO DE VIA
12576,2015-10-12,7:00:00,LUNES,CHOQUE,cra 45 n 125 sur 295 parqueadero la subestacion,DAÑOS,LA VARIANTE,LOTE O PREDIO
12577,2015-10-13,11:00:00,MARTES,CHOQUE,CRA 45 POR 130 SUR 80,DAÑOS,LA VARIANTE,TRAMO DE VIA
12578,2015-10-13,1:40:00,MARTES,CHOQUE,CRA 50 CON CALLE 107 SUR,HERIDOS,LA RAYA,INTERSECCION
12579,2015-10-13,9:30:00,MARTES,CHOQUE,PINTADA MEDELLIN KM 54+000,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12580,2015-10-13,12:30:00,MARTES,CHOQUE,VIA PINTADA MEDELLIN KM 51+350,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12581,2015-10-13,5:50:00,MARTES,VOLCAMIENTO,PINTADA MEDELLIN LA ESCOMBRERA KM 48+180,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12582,2015-10-13,12:00:00,MARTES,CHOQUE,VIA LA MANSA -PRIMAVERA KM 87+430,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12583,2015-10-15,5:40:00,JUEVES,CHOQUE,KM 54+150,HERIDOS,LA VARIANTE,TRAMO DE VIA
12584,2015-10-17,8:15:00,SABADO,CHOQUE,CRA 50 N 138 SUR 199,DAÑOS,MANDALAY,TRAMO DE VIA
12585,2015-10-19,6:30:00,LUNES,CHOQUE,CRA 50 N 114 SUR 40,HERIDOS,LA YUNKE,TRAMO DE VIA
12586,2015-10-19,3:10:00,LUNES,CHOQUE,CRA 50 N 127 SUR 27,DAÑOS,CENTRO,TRAMO DE VIA
12587,2015-10-18,6:40:00,DOMINGO,CHOQUE,VIA LA MANZA PRIMAVERA KM 94+870,HERIDOS,ZONA DESCONOCIDA,INTERSECCION
12588,2015-10-07,10:10:00,MIERCOLES,CHOQUE,VIA LA MANZA PRIMAVERA  KM 93+00,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12589,2015-10-20,8:00:00,MARTES,CHOQUE,CRA 127 SUR N 49,DAÑOS,CENTRO,INTERSECCION
12590,2015-10-21,6:10:00,MIERCOLES,CHOQUE,diagonal 53 con calle 129 sur,HERIDOS,LA DOCENA,TRAMO DE VIA
12591,2015-10-21,7:00:00,MIERCOLES,CHOQUE,CRA 50 CON CLL 133 SUR,DAÑOS,CENTRO,INTERSECCION
12592,2015-10-22,6:35:00,JUEVES,CHOQUE,KM 57+600,HERIDOS,LA VARIANTE,PASO ELEVADO
12593,2015-10-23,11:20:00,VIERNES,CHOQUE,CRA 50 POR 130 SUR 77,DAÑOS,CENTRO,TRAMO DE VIA
12594,2015-10-23,9:00:00,VIERNES,CHOQUE,cra 45 con 134 sur,DAÑOS,LA VARIANTE,TRAMO DE VIA
12595,2015-10-23,4:00:00,VIERNES,CHOQUE,CRA 50 CON 147 SUR VIA PRIMAVERA,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12596,2015-10-24,9:30:00,SABADO,ATROPELLO,CRA 50 N 140 SUR 19,HERIDOS,MANDALAY,PASO INFERIOR
12597,2015-10-24,2:00:00,SABADO,CHOQUE,KM 1+100 VIA ANGELOPOLIS,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12598,2015-10-25,11:20:00,DOMINGO,ATROPELLO,CALLE 118 SUR N 51,HERIDOS,BELLAVISTA,TRAMO DE VIA
12599,2015-10-23,8:30:00,VIERNES,CHOQUE,km 88 +800,MUERTOS,LA MANÍ,TRAMO DE VIA
12600,2015-10-24,12:00:00,SABADO,CHOQUE,CRA 50 CON CALLE 128 SUR,DAÑOS,CENTRO,INTERSECCION
12601,2015-10-25,12:00:00,DOMINGO,CHOQUE,CRA 48CON 134 SUR,DAÑOS,LA PLAYITA,INTERSECCION
12602,2015-10-25,2:38:00,DOMINGO,CHOQUE,CRA 51 CON 130 SUR,DAÑOS,PARQUE CARRUSEL,GLORIETA
12603,2015-10-28,6:30:00,MIERCOLES,CHOQUE,CRA 50 POR CALLE 143,DAÑOS,LOS CEREZOZ,INTERSECCION
12604,2015-10-28,4:00:00,MIERCOLES,CHOQUE,KM 94+700 LA Y PRIMAVERA,HERIDOS,PRIMAVERA,INTERSECCION
12605,2015-10-31,2:25:00,SABADO,CHOQUE,CRA 50 N 142 SUR 52,DAÑOS,CENTRO,INTERSECCION
12607,2015-10-29,2:10:00,JUEVES,CHOQUE,CRA 45 N 130 SUR 180,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12608,2015-10-31,11:25:00,SABADO,VOLCAMIENTO,CRA 53 CON CALLE 129 SUR 84,HERIDOS,PARQUE LA LOCERIA,GLORIETA
12609,2015-11-01,12:30:00,DOMINGO,VOLCAMIENTO,KM 1 CALDAS -SANTA BARBARA,HERIDOS,PRIMAVERA,TRAMO DE VIA
12610,2015-11-01,2:45:00,DOMINGO,VOLCAMIENTO,KM 49+650 VIA LA PINTADA,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12611,2015-11-02,11:10:00,LUNES,CHOQUE,CRA 45 CON CALLE 128 SUR,HERIDOS,LA VARIANTE,PUENTE
12612,2015-11-03,9:00:00,MARTES,ATROPELLO,CRA 50 N 135A SUR 04,HERIDOS,CRISTO REY,TRAMO DE VIA
12613,2015-11-03,12:00:00,MARTES,CHOQUE,KM 94 +600 VIA LA MANZA PRIMAVERA,DAÑOS,ZONA DESCONOCIDA,INTERSECCION
12614,2015-11-05,3:00:00,JUEVES,VOLCAMIENTO,km 51+130,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12615,2015-11-05,12:30:00,JUEVES,CHOQUE,CRA 48 N 131 SUR 51,HERIDOS,LA PLAYITA,TRAMO DE VIA
12616,2015-11-05,7:00:00,JUEVES,CHOQUE,CRA 48 CON 134 SUR,HERIDOS,LA PLAYITA,INTERSECCION
12617,2015-11-05,10:30:00,JUEVES,CHOQUE,KM 51+130,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12618,2015-11-06,5:50:00,VIERNES,CHOQUE,CRA 51 CON 124 SUR,DAÑOS,LAS MARGARITAS,INTERSECCION
12619,2015-11-07,5:30:00,SABADO,ATROPELLO,CRA 50 CON CALLE 151 LA Y PRIMAVERA,HERIDOS,PRIMAVERA,TRAMO DE VIA
12620,2015-11-08,4:05:00,DOMINGO,CHOQUE,CRA 52 N 128 SUR 49,DAÑOS,LA DOCENA,TRAMO DE VIA
12621,2015-11-08,1:50:00,DOMINGO,CHOQUE,km 86+850 4 palos,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12622,2015-11-11,5:00:00,MIERCOLES,CHOQUE,KM 43+850,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12623,2015-11-06,7:10:00,VIERNES,CHOQUE,CRA 50 N 146 SUR 396,HERIDOS,PRIMAVERA,TRAMO DE VIA
12624,2015-11-12,1:20:00,JUEVES,CHOQUE,CRA 50 N117 SUR 32,HERIDOS,LA INMACULADA,TRAMO DE VIA
12625,2015-11-12,10:15:00,JUEVES,CHOQUE,CRA 50 CON CALLE 137 SUR,HERIDOS,CRISTO REY,INTERSECCION
12626,2015-11-15,11:00:00,DOMINGO,ATROPELLO,CRA 50 CON CLL 124 SUR,HERIDOS,LAS MARGARITAS,INTERSECCION
12627,2015-11-10,7:05:00,MARTES,CHOQUE,CRA 50 CON CALLE 140 SUR,DAÑOS,MANDALAY,TRAMO DE VIA
12628,2015-11-12,12:20:00,JUEVES,CHOQUE,CRA 51 CON CALLE 123 SUR,DAÑOS,LAS MARGARITAS,INTERSECCION
12629,2015-11-13,6:10:00,VIERNES,ATROPELLO,VEREDA EL CANO,HERIDOS,POMBAL,TRAMO DE VIA
12630,2015-11-13,3:40:00,VIERNES,CHOQUE,CRA 45 CON CALLE 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12631,2015-11-14,5:00:00,SABADO,CHOQUE,CRA 49 CON CALLE 134 SUR,DAÑOS,CENTRO,INTERSECCION
12632,2015-11-13,5:20:00,VIERNES,VOLCAMIENTO,CRA 45 CON CALLE 134 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12633,2015-11-14,12:00:00,SABADO,CHOQUE,la manza primavera km94+600,DAÑOS,PRIMAVERA,INTERSECCION
12634,2015-11-14,6:25:00,SABADO,CHOQUE,el sena km 52+100,DAÑOS,ZONA DESCONOCIDA,TRAMO DE VIA
12635,2015-11-15,6:55:00,DOMINGO,ATROPELLO,CRA 48 N 135 SUR 10,HERIDOS,HOSPITAL,TRAMO DE VIA
12636,2015-11-15,2:20:00,DOMINGO,CHOQUE,CRA 50 N 137 A-SUR 15,HERIDOS,CRISTO REY,TRAMO DE VIA
12637,2015-11-15,3:55:00,DOMINGO,CHOQUE,CRA 50 N 110 SUR 230,HERIDOS,LA YUNKE,TRAMO DE VIA
12638,2015-11-17,5:30:00,MARTES,CHOQUE,CRA 53 CON CALLE 130 SUR LA ESTACION,DAÑOS,ZONA DESCONOCIDA,INTERSECCION
12639,2015-11-17,8:20:00,MARTES,CHOQUE,CRA 50 CON CALLE 124 SUR,DAÑOS,LAS MARGARITAS,TRAMO DE VIA
12640,2015-11-15,4:30:00,DOMINGO,CHOQUE,CLL 128 SUR N 48-04,DAÑOS,OLAYA HERRERA,INTERSECCION
12641,2015-11-15,9:00:00,DOMINGO,CHOQUE,CRA 45 CON 126 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12642,2015-11-18,6:10:00,MIERCOLES,VOLCAMIENTO,CRA 45 CON117 SUR,HERIDOS,LA VARIANTE,TRAMO DE VIA
12643,2015-11-19,7:20:00,JUEVES,CHOQUE,cra 53 con calle 131 sur,DAÑOS,PARQUE CARRUSEL,INTERSECCION
12644,2015-11-19,5:40:00,JUEVES,CHOQUE,cll 132 sur con cra 55b-26 barrio nuevo,DAÑOS,ZONA DESCONOCIDA,INTERSECCION
12645,2015-11-19,7:00:00,JUEVES,CHOQUE,KM 48+150 VIA LA PINTADA MEDELLIN,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12646,2015-11-20,11:00:00,VIERNES,CHOQUE,CRA 45 CON 128SUR,HERIDOS,LA VARIANTE,INTERSECCION
12647,2015-11-21,3:00:00,SABADO,ATROPELLO,CRA 50 CON CALLE136 SUR,HERIDOS,CRISTO REY,TRAMO DE VIA
12648,2015-11-21,9:40:00,SABADO,CHOQUE,CRA 50 CON 107 SUR,HERIDOS,LA RAYA,INTERSECCION
12649,2015-11-21,5:00:00,SABADO,CHOQUE,KM 89+600,HERIDOS,PRIMAVERA,INTERSECCION
12650,2015-11-21,1:30:00,SABADO,CHOQUE,KM 88+550,HERIDOS,ZONA DESCONOCIDA,TRAMO DE VIA
12651,2015-11-21,12:20:00,SABADO,CHOQUE,CRA 44 N 127 SUR 13,DAÑOS,LA MIEL,TRAMO DE VIA
